timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.6461488078906422e+18,-5914.0,-2354.0,5564.0,frame_100.jpeg
1.6461488529486195e+18,-6215.0,-3694.0,4300.0,frame_1000.jpeg
1.6461488529945871e+18,-6216.0,-3724.0,4270.0,frame_1001.jpeg
1.6461488530262208e+18,-6219.0,-3728.0,4272.0,frame_1002.jpeg
1.6461488531033285e+18,-6225.0,-3735.0,4295.0,frame_1003.jpeg
1.646148853155723e+18,-6232.0,-3704.0,4366.0,frame_1004.jpeg
1.6461488532010765e+18,-6249.0,-3733.0,4267.0,frame_1005.jpeg
1.6461488532495575e+18,-6214.0,-3791.0,4243.0,frame_1006.jpeg
1.646148853293079e+18,-6261.0,-3736.0,4245.0,frame_1007.jpeg
1.6461488533556692e+18,-6250.0,-3720.0,4251.0,frame_1008.jpeg
1.646148853422097e+18,-6204.0,-3780.0,4284.0,frame_1009.jpeg
1.646148807941189e+18,-5834.0,-2433.0,5604.0,frame_101.jpeg
1.6461488534446129e+18,-6217.0,-3726.0,4342.0,frame_1010.jpeg
1.6461488534991631e+18,-6205.0,-3749.0,4294.0,frame_1011.jpeg
1.6461488535441385e+18,-6209.0,-3748.0,4259.0,frame_1012.jpeg
1.6461488536004913e+18,-6233.0,-3770.0,4299.0,frame_1013.jpeg
1.646148853649915e+18,-6162.0,-3717.0,4311.0,frame_1014.jpeg
1.6461488537006351e+18,-6229.0,-3728.0,4334.0,frame_1015.jpeg
1.6461488537480049e+18,-6290.0,-3705.0,4291.0,frame_1016.jpeg
1.6461488537988582e+18,-6198.0,-3749.0,4318.0,frame_1017.jpeg
1.6461488538460964e+18,-6156.0,-3779.0,4367.0,frame_1018.jpeg
1.646148853902468e+18,-6188.0,-3761.0,4318.0,frame_1019.jpeg
1.6461488079893212e+18,-5899.0,-2389.0,5764.0,frame_102.jpeg
1.6461488539438495e+18,-6267.0,-3768.0,4292.0,frame_1020.jpeg
1.6461488539994516e+18,-6285.0,-3720.0,4287.0,frame_1021.jpeg
1.646148854048088e+18,-6183.0,-3785.0,4392.0,frame_1022.jpeg
1.6461488540979817e+18,-6178.0,-3817.0,4349.0,frame_1023.jpeg
1.6461488541436974e+18,-6172.0,-3763.0,4371.0,frame_1024.jpeg
1.64614885420278e+18,-6236.0,-3754.0,4262.0,frame_1025.jpeg
1.6461488542511585e+18,-6217.0,-3767.0,4345.0,frame_1026.jpeg
