timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.645543075055472e+18,-5136.0,-3476.0,5881.0,frame_100.jpeg
1.6455431201176865e+18,-396.0,-4973.0,6407.0,frame_1000.jpeg
1.6455431201597094e+18,-599.0,-4560.0,6690.0,frame_1001.jpeg
1.645543120220188e+18,-648.0,-5728.0,6404.0,frame_1002.jpeg
1.6455431202684762e+18,-511.0,-5907.0,5858.0,frame_1003.jpeg
1.6455431203173084e+18,-1249.0,-5867.0,6984.0,frame_1004.jpeg
1.6455431203673897e+18,-532.0,-6168.0,6642.0,frame_1005.jpeg
1.6455431204179863e+18,-368.0,-5582.0,5912.0,frame_1006.jpeg
1.6455431204651735e+18,-729.0,-6016.0,6053.0,frame_1007.jpeg
1.6455431205098867e+18,-769.0,-5477.0,6103.0,frame_1008.jpeg
1.6455431205638372e+18,-542.0,-6375.0,5898.0,frame_1009.jpeg
1.6455430751127217e+18,-5127.0,-3481.0,5883.0,frame_101.jpeg
1.645543120617246e+18,-76.0,-6813.0,6202.0,frame_1010.jpeg
1.6455431206639588e+18,-346.0,-5085.0,5662.0,frame_1011.jpeg
1.645543120715641e+18,-680.0,-5671.0,5902.0,frame_1012.jpeg
1.645543120762129e+18,-549.0,-5949.0,5933.0,frame_1013.jpeg
1.6455431208149258e+18,-422.0,-6116.0,5755.0,frame_1014.jpeg
1.6455431208621046e+18,-356.0,-5805.0,5726.0,frame_1015.jpeg
1.6455431209171387e+18,-561.0,-5805.0,6281.0,frame_1016.jpeg
1.645543120961227e+18,-503.0,-5955.0,6374.0,frame_1017.jpeg
1.645543121014877e+18,-521.0,-5448.0,6610.0,frame_1018.jpeg
1.6455431210632115e+18,-333.0,-5201.0,6785.0,frame_1019.jpeg
1.645543075155873e+18,-5111.0,-3454.0,5893.0,frame_102.jpeg
1.6455431211173837e+18,-194.0,-5194.0,6466.0,frame_1020.jpeg
1.6455431211647288e+18,-244.0,-5572.0,6426.0,frame_1021.jpeg
1.6455431212160435e+18,-428.0,-4859.0,6509.0,frame_1022.jpeg
1.6455431212636145e+18,-302.0,-5667.0,6946.0,frame_1023.jpeg
1.645543121315953e+18,-644.0,-3672.0,7110.0,frame_1024.jpeg
1.6455431213648364e+18,-375.0,-5224.0,6829.0,frame_1025.jpeg
1.6455431214141652e+18,-418.0,-3730.0,7743.0,frame_1026.jpeg
1.6455431214665946e+18,-460.0,-3489.0,7898.0,frame_1027.jpeg
1.64554312151442e+18,-502.0,-3055.0,7606.0,frame_1028.jpeg
1.6455431215640914e+18,-169.0,-2950.0,7485.0,frame_1029.jpeg
1.6455430752089876e+18,-5137.0,-3454.0,5856.0,frame_103.jpeg
1.6455431216185905e+18,-410.0,-2897.0,7849.0,frame_1030.jpeg
1.6455431216697748e+18,-1048.0,-2990.0,7714.0,frame_1031.jpeg
1.6455431217183503e+18,-1388.0,-1586.0,6865.0,frame_1032.jpeg
1.6455431217662546e+18,-1810.0,-270.0,6767.0,frame_1033.jpeg
1.645543121815849e+18,-2042.0,2315.0,7193.0,frame_1034.jpeg
1.6455431218657213e+18,-3043.0,-741.0,7179.0,frame_1035.jpeg
1.645543121920417e+18,-4680.0,-4493.0,7481.0,frame_1036.jpeg
1.64554312196711e+18,-5945.0,-6622.0,6855.0,frame_1037.jpeg
1.6455431220134917e+18,-5435.0,-8445.0,7100.0,frame_1038.jpeg
1.6455431220674842e+18,-4360.0,-4596.0,5644.0,frame_1039.jpeg
1.645543075255724e+18,-5126.0,-3454.0,5874.0,frame_104.jpeg
1.6455431221054426e+18,-4604.0,-5246.0,5579.0,frame_1040.jpeg
1.6455431221685248e+18,-4540.0,-5844.0,6245.0,frame_1041.jpeg
1.645543075306033e+18,-5138.0,-3451.0,5875.0,frame_105.jpeg
1.6455430753560468e+18,-5129.0,-3420.0,5820.0,frame_106.jpeg
1.6455430754030467e+18,-5139.0,-3471.0,5884.0,frame_107.jpeg
1.6455436058742968e+18,4244.0,-7898.0,-456.0,frame_10703.jpeg
1.6455436059218248e+18,4783.0,-8474.0,-568.0,frame_10704.jpeg
1.6455436059743744e+18,5203.0,-8506.0,22.0,frame_10705.jpeg
1.645543606022479e+18,4396.0,-7922.0,671.0,frame_10706.jpeg
1.645543606068926e+18,3844.0,-7867.0,894.0,frame_10707.jpeg
1.64554360611985e+18,3577.0,-7591.0,1354.0,frame_10708.jpeg
1.6455436061713536e+18,2489.0,-6345.0,2256.0,frame_10709.jpeg
1.6455436062216553e+18,2033.0,-6394.0,2646.0,frame_10710.jpeg
1.6455436062716797e+18,1580.0,-6085.0,2887.0,frame_10711.jpeg
1.6455436063244045e+18,1119.0,-5728.0,4235.0,frame_10712.jpeg
1.645543606373689e+18,908.0,-6162.0,4488.0,frame_10713.jpeg
1.6455436064220966e+18,526.0,-5807.0,5004.0,frame_10714.jpeg
1.6455436064824645e+18,326.0,-5980.0,5325.0,frame_10715.jpeg
1.6455436065178163e+18,176.0,-5576.0,5256.0,frame_10716.jpeg
1.645543606567484e+18,-156.0,-6471.0,6207.0,frame_10717.jpeg
1.6455436066233206e+18,-490.0,-5883.0,5937.0,frame_10718.jpeg
1.6455436066698703e+18,-87.0,-6316.0,5850.0,frame_10719.jpeg
1.6455436067227302e+18,839.0,-6076.0,5553.0,frame_10720.jpeg
1.6455436067749015e+18,1600.0,-6239.0,5379.0,frame_10721.jpeg
1.6455436068227407e+18,1551.0,-6407.0,5596.0,frame_10722.jpeg
1.6455436068717844e+18,1236.0,-6309.0,5868.0,frame_10723.jpeg
1.6455436069268388e+18,1242.0,-6139.0,5637.0,frame_10724.jpeg
1.6455436069737572e+18,1457.0,-6301.0,5297.0,frame_10725.jpeg
1.6455436070269197e+18,1346.0,-6172.0,5490.0,frame_10726.jpeg
1.6455436070702477e+18,1354.0,-6087.0,5661.0,frame_10727.jpeg
1.6455436071264955e+18,1349.0,-5995.0,5420.0,frame_10728.jpeg
1.645543607177574e+18,1250.0,-5956.0,5708.0,frame_10729.jpeg
1.6455436072276024e+18,1141.0,-5965.0,5791.0,frame_10730.jpeg
1.6455436072723694e+18,1140.0,-5752.0,5855.0,frame_10731.jpeg
1.6455436073254582e+18,1267.0,-5963.0,5750.0,frame_10732.jpeg
1.6455436073712056e+18,1064.0,-5771.0,5793.0,frame_10733.jpeg
1.6455436074266952e+18,1210.0,-6152.0,5542.0,frame_10734.jpeg
1.6455436074750674e+18,1117.0,-5620.0,5778.0,frame_10735.jpeg
1.6455436075264814e+18,1154.0,-5629.0,5598.0,frame_10736.jpeg
1.6455436075716165e+18,1102.0,-5951.0,5675.0,frame_10737.jpeg
1.645543607626437e+18,287.0,-6235.0,6200.0,frame_10738.jpeg
1.6455436076762906e+18,-1447.0,-6755.0,6595.0,frame_10739.jpeg
1.6455436077232253e+18,-1628.0,-7647.0,5422.0,frame_10740.jpeg
1.6455436077754898e+18,1055.0,-6993.0,5373.0,frame_10741.jpeg
1.6455436078259072e+18,3085.0,-5950.0,4000.0,frame_10742.jpeg
1.6455436078757192e+18,4657.0,-5064.0,4126.0,frame_10743.jpeg
1.645543607926641e+18,6357.0,-4678.0,4615.0,frame_10744.jpeg
1.6455436079752689e+18,6046.0,-2642.0,4952.0,frame_10745.jpeg
1.6455436080267085e+18,5326.0,-1862.0,4648.0,frame_10746.jpeg
1.6455436080681426e+18,5265.0,-3129.0,5301.0,frame_10747.jpeg
1.6455436081272118e+18,5691.0,-1687.0,4560.0,frame_10748.jpeg
1.6455436081708024e+18,6200.0,-1924.0,3973.0,frame_10749.jpeg
1.645543075455833e+18,-5124.0,-3453.0,5873.0,frame_108.jpeg
1.6455430755111823e+18,-5135.0,-3420.0,5897.0,frame_109.jpeg
1.6455430755572554e+18,-5138.0,-3474.0,5907.0,frame_110.jpeg
1.6455430756080563e+18,-5118.0,-3452.0,5910.0,frame_111.jpeg
1.64554307565623e+18,-5169.0,-3429.0,5913.0,frame_112.jpeg
1.6455430757086886e+18,-5136.0,-3400.0,5871.0,frame_113.jpeg
1.6455430757561434e+18,-5142.0,-3421.0,5900.0,frame_114.jpeg
1.6455430758091894e+18,-5157.0,-3420.0,5912.0,frame_115.jpeg
1.6455430758613494e+18,-5140.0,-3409.0,5882.0,frame_116.jpeg
1.645543075910007e+18,-5169.0,-3400.0,5890.0,frame_117.jpeg
1.6455430759574228e+18,-5164.0,-3395.0,5880.0,frame_118.jpeg
1.645543076010626e+18,-5174.0,-3398.0,5895.0,frame_119.jpeg
1.6455430760612836e+18,-5168.0,-3370.0,5856.0,frame_120.jpeg
1.6455430761117757e+18,-5173.0,-3388.0,5871.0,frame_121.jpeg
1.6455430761579643e+18,-5195.0,-3347.0,5862.0,frame_122.jpeg
1.645543076210638e+18,-5170.0,-3389.0,5882.0,frame_123.jpeg
1.6455430762617183e+18,-5129.0,-3399.0,5883.0,frame_124.jpeg
1.645543076309895e+18,-5130.0,-3405.0,5891.0,frame_125.jpeg
1.6455430763614438e+18,-5126.0,-3421.0,5937.0,frame_126.jpeg
1.645543133134016e+18,8735.0,-3503.0,5086.0,frame_1260.jpeg
1.6455431331720643e+18,9363.0,-5334.0,4959.0,frame_1261.jpeg
1.6455431332331446e+18,4839.0,-4385.0,6908.0,frame_1262.jpeg
1.6455431332770908e+18,5174.0,-2755.0,8440.0,frame_1263.jpeg
1.645543133332955e+18,5373.0,-1555.0,6823.0,frame_1264.jpeg
1.6455431333829862e+18,5634.0,-374.0,5931.0,frame_1265.jpeg
1.6455431334326513e+18,5144.0,-27.0,7804.0,frame_1266.jpeg
1.6455431334825398e+18,4286.0,667.0,8113.0,frame_1267.jpeg
1.645543133531058e+18,4249.0,1420.0,7738.0,frame_1268.jpeg
1.645543133577059e+18,3987.0,1122.0,7679.0,frame_1269.jpeg
1.6455430764101775e+18,-5069.0,-3448.0,5973.0,frame_127.jpeg
1.645543133633521e+18,4017.0,2125.0,7028.0,frame_1270.jpeg
1.6455431336796188e+18,4086.0,1766.0,7112.0,frame_1271.jpeg
1.645543133733962e+18,4183.0,1604.0,7102.0,frame_1272.jpeg
1.6455431337784356e+18,3745.0,1312.0,7419.0,frame_1273.jpeg
1.6455431338341097e+18,3880.0,1473.0,7171.0,frame_1274.jpeg
1.64554313387949e+18,4042.0,842.0,7183.0,frame_1275.jpeg
1.6455431339333583e+18,4512.0,1551.0,7090.0,frame_1276.jpeg
1.6455431339783094e+18,4392.0,505.0,7522.0,frame_1277.jpeg
1.6455431340286336e+18,4153.0,1036.0,7500.0,frame_1278.jpeg
1.645543134079922e+18,3993.0,751.0,7021.0,frame_1279.jpeg
1.64554307646174e+18,-5033.0,-3481.0,6010.0,frame_128.jpeg
1.645543134130004e+18,3956.0,1481.0,7041.0,frame_1280.jpeg
1.6455431341820762e+18,3777.0,1727.0,6928.0,frame_1281.jpeg
1.645543134233871e+18,3704.0,1443.0,7396.0,frame_1282.jpeg
1.6455431342835538e+18,3776.0,1078.0,7008.0,frame_1283.jpeg
1.645543134328118e+18,3873.0,736.0,7303.0,frame_1284.jpeg
1.6455431343821847e+18,4011.0,631.0,7442.0,frame_1285.jpeg
1.6455431344339223e+18,4014.0,1372.0,7341.0,frame_1286.jpeg
1.6455431344790454e+18,4022.0,19.0,7389.0,frame_1287.jpeg
1.6455431345330207e+18,3764.0,182.0,7458.0,frame_1288.jpeg
1.6455431345624515e+18,3583.0,-114.0,7277.0,frame_1289.jpeg
1.645543076509626e+18,-5085.0,-3434.0,5947.0,frame_129.jpeg
1.6455431346921713e+18,3591.0,-244.0,7183.0,frame_1290.jpeg
1.6455431346921713e+18,3591.0,-244.0,7183.0,frame_1291.jpeg
1.6455431347555425e+18,3639.0,-397.0,7208.0,frame_1292.jpeg
1.6455431347821673e+18,4046.0,-535.0,7577.0,frame_1293.jpeg
1.645543134832439e+18,2396.0,-2966.0,7088.0,frame_1294.jpeg
1.64554313488253e+18,4375.0,-3429.0,6230.0,frame_1295.jpeg
1.6455431349298212e+18,5096.0,-2188.0,6032.0,frame_1296.jpeg
1.6455431349869711e+18,5043.0,1637.0,7244.0,frame_1297.jpeg
1.6455431350290913e+18,4707.0,3716.0,9204.0,frame_1298.jpeg
1.6455431350816428e+18,4394.0,1992.0,9066.0,frame_1299.jpeg
1.6455430765612605e+18,-5061.0,-3429.0,5945.0,frame_130.jpeg
1.6455431351359972e+18,3835.0,-1844.0,8303.0,frame_1300.jpeg
1.6455431351823578e+18,5310.0,-2514.0,7013.0,frame_1301.jpeg
1.6455431352322952e+18,5601.0,-2418.0,7676.0,frame_1302.jpeg
1.6455431352826632e+18,4191.0,-1455.0,7079.0,frame_1303.jpeg
1.6455431353314982e+18,3681.0,-1172.0,7458.0,frame_1304.jpeg
1.6455431353766213e+18,4074.0,-2028.0,6144.0,frame_1305.jpeg
1.645543135426227e+18,3125.0,-1826.0,6886.0,frame_1306.jpeg
1.645543135481018e+18,3752.0,-1640.0,6692.0,frame_1307.jpeg
1.6455431355319145e+18,3843.0,-970.0,6914.0,frame_1308.jpeg
1.6455431355863688e+18,3996.0,-1219.0,6662.0,frame_1309.jpeg
1.6455430766047194e+18,-5057.0,-3459.0,5966.0,frame_131.jpeg
1.6455431356313329e+18,3917.0,-789.0,6978.0,frame_1310.jpeg
1.6455431356853404e+18,3896.0,-194.0,7396.0,frame_1311.jpeg
