timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.6461448959597353e+18,-5844.0,-2673.0,5696.0,frame_100.jpeg
1.6461453915818301e+18,-6706.0,-3031.0,4038.0,frame_10000.jpeg
1.6461453916286774e+18,-6717.0,-2652.0,4395.0,frame_10001.jpeg
1.6461453916794504e+18,-6780.0,-2996.0,3937.0,frame_10002.jpeg
1.646145391732923e+18,-6728.0,-3002.0,4299.0,frame_10003.jpeg
1.6461453917818086e+18,-6626.0,-3115.0,4545.0,frame_10004.jpeg
1.6461453918325143e+18,-6740.0,-2635.0,4252.0,frame_10005.jpeg
1.6461453918812984e+18,-6768.0,-3051.0,4094.0,frame_10006.jpeg
1.6461453919332068e+18,-6747.0,-3962.0,4228.0,frame_10007.jpeg
1.6461453919793157e+18,-6632.0,-3338.0,4374.0,frame_10008.jpeg
1.6461453920376118e+18,-6672.0,-3065.0,4245.0,frame_10009.jpeg
1.6461453920826335e+18,-6589.0,-2642.0,4180.0,frame_10010.jpeg
1.6461453921312479e+18,-6497.0,-2732.0,4364.0,frame_10011.jpeg
1.6461453921797647e+18,-6467.0,-3454.0,3862.0,frame_10012.jpeg
1.6461453922352018e+18,-6514.0,-3562.0,3822.0,frame_10013.jpeg
1.6461453922817044e+18,-6479.0,-3004.0,4215.0,frame_10014.jpeg
1.6461453923308716e+18,-6445.0,-3441.0,4138.0,frame_10015.jpeg
1.6461453923819566e+18,-6668.0,-3408.0,4268.0,frame_10016.jpeg
1.646145392430846e+18,-6440.0,-3699.0,4104.0,frame_10017.jpeg
1.646145392481665e+18,-6300.0,-3819.0,4145.0,frame_10018.jpeg
1.6461453925336635e+18,-6091.0,-4250.0,3931.0,frame_10019.jpeg
1.646145392579666e+18,-6134.0,-3338.0,4417.0,frame_10020.jpeg
1.646145392632966e+18,-6552.0,-4105.0,4476.0,frame_10021.jpeg
1.6461453926813906e+18,-6383.0,-3229.0,4033.0,frame_10022.jpeg
1.6461453927330012e+18,-6608.0,-2934.0,3908.0,frame_10023.jpeg
1.6461453927817313e+18,-6552.0,-4105.0,4571.0,frame_10024.jpeg
1.646145392822365e+18,-6270.0,-3453.0,4028.0,frame_10025.jpeg
1.646145392892884e+18,-6220.0,-3377.0,3819.0,frame_10026.jpeg
1.6461453929443208e+18,-6207.0,-3361.0,3777.0,frame_10027.jpeg
1.6461453929818568e+18,-6200.0,-3299.0,3757.0,frame_10028.jpeg
1.6461453930391084e+18,-6247.0,-3306.0,3821.0,frame_10029.jpeg
1.6461453930806323e+18,-6428.0,-3330.0,4317.0,frame_10030.jpeg
1.6461453931227666e+18,-6372.0,-3391.0,4836.0,frame_10031.jpeg
1.64614539316397e+18,-6361.0,-3455.0,4859.0,frame_10032.jpeg
1.6461453932518735e+18,-6345.0,-3562.0,4884.0,frame_10033.jpeg
1.6461453932862533e+18,-6368.0,-3751.0,4946.0,frame_10034.jpeg
1.6461453933333978e+18,-6540.0,-2710.0,4008.0,frame_10035.jpeg
1.6461453933823818e+18,-6931.0,-4602.0,5407.0,frame_10036.jpeg
1.6461453934325926e+18,-7341.0,-3791.0,6353.0,frame_10037.jpeg
1.6461453934848238e+18,-6568.0,-2547.0,4959.0,frame_10038.jpeg
1.6461453935332948e+18,-5245.0,-1299.0,4570.0,frame_10039.jpeg
1.6461449412167473e+18,-5850.0,-156.0,6323.0,frame_1004.jpeg
1.646145393582056e+18,-4041.0,-2324.0,4179.0,frame_10040.jpeg
1.646145393632517e+18,-4205.0,-3046.0,5086.0,frame_10041.jpeg
1.646145393680994e+18,-4703.0,-2845.0,6180.0,frame_10042.jpeg
1.646145393731616e+18,-5543.0,-3946.0,6205.0,frame_10043.jpeg
1.646145393786198e+18,-5244.0,-2953.0,6011.0,frame_10044.jpeg
1.6461453938325535e+18,-5193.0,-3614.0,5909.0,frame_10045.jpeg
1.64614539388066e+18,-4573.0,-3489.0,5571.0,frame_10046.jpeg
1.6461453939345843e+18,-4091.0,-5884.0,5669.0,frame_10047.jpeg
1.6461453939863247e+18,-3677.0,-2611.0,4586.0,frame_10048.jpeg
1.646145394030556e+18,-4232.0,-5168.0,6214.0,frame_10049.jpeg
1.646144941265985e+18,-5874.0,-148.0,6147.0,frame_1005.jpeg
1.6461453940861898e+18,-4342.0,-5035.0,6074.0,frame_10050.jpeg
1.6461453941335337e+18,-4895.0,-3812.0,6396.0,frame_10051.jpeg
1.6461453941854702e+18,-4547.0,-4086.0,5956.0,frame_10052.jpeg
1.6461453942316562e+18,-3895.0,-4872.0,6438.0,frame_10053.jpeg
1.6461453942873288e+18,-3984.0,-2714.0,5874.0,frame_10054.jpeg
1.646145394331325e+18,-4260.0,-3744.0,6499.0,frame_10055.jpeg
1.646145394386543e+18,-2862.0,-5923.0,4280.0,frame_10056.jpeg
1.6461453944326303e+18,-2891.0,-5428.0,5619.0,frame_10057.jpeg
1.6461453944851087e+18,-4231.0,-4716.0,6586.0,frame_10058.jpeg
1.6461453945338463e+18,-4134.0,-4910.0,6316.0,frame_10059.jpeg
1.6461449413165757e+18,-5946.0,27.0,6278.0,frame_1006.jpeg
1.6461453945863004e+18,-3990.0,-3768.0,5781.0,frame_10060.jpeg
1.6461453946322225e+18,-3491.0,-4685.0,5792.0,frame_10061.jpeg
1.6461453946859817e+18,-3458.0,-5723.0,6324.0,frame_10062.jpeg
1.646145394732416e+18,-3714.0,-3814.0,5753.0,frame_10063.jpeg
1.646145394785291e+18,-3891.0,-4825.0,6693.0,frame_10064.jpeg
1.6461453948314652e+18,-3111.0,-5097.0,4896.0,frame_10065.jpeg
1.646145394884453e+18,-2515.0,-5130.0,5388.0,frame_10066.jpeg
1.6461453949355046e+18,-4397.0,-4218.0,6330.0,frame_10067.jpeg
1.6461453949843003e+18,-4054.0,-5166.0,6677.0,frame_10068.jpeg
1.646145395036388e+18,-3725.0,-4358.0,5622.0,frame_10069.jpeg
1.6461449413658004e+18,-5720.0,13.0,6372.0,frame_1007.jpeg
1.6461453950846106e+18,-3942.0,-4629.0,6124.0,frame_10070.jpeg
1.646145395136056e+18,-3959.0,-4770.0,5359.0,frame_10071.jpeg
1.6461453951917757e+18,-3283.0,-5465.0,6013.0,frame_10072.jpeg
1.64614539523469e+18,-3957.0,-4697.0,6549.0,frame_10073.jpeg
1.6461453952857853e+18,-4136.0,-4147.0,6066.0,frame_10074.jpeg
1.6461453953373002e+18,-3647.0,-5383.0,5935.0,frame_10075.jpeg
1.6461453953862141e+18,-3067.0,-6579.0,5182.0,frame_10076.jpeg
1.6461453954363267e+18,-3000.0,-2711.0,5943.0,frame_10077.jpeg
1.6461453954853773e+18,-4161.0,-4494.0,6167.0,frame_10078.jpeg
1.6461453955364047e+18,-3577.0,-5777.0,5654.0,frame_10079.jpeg
1.6461449414162954e+18,-5631.0,-8.0,6476.0,frame_1008.jpeg
1.6461453955849242e+18,-3589.0,-5004.0,5531.0,frame_10080.jpeg
1.646145395635194e+18,-3366.0,-6071.0,5119.0,frame_10081.jpeg
