timestamp,a_left_backPose,b_left_backPose,c_left_backPose,File Name
1.6461448959599972e+18,2747.0,-1289.0,-7436.0,frame_100.jpeg
1.6461453915821386e+18,4506.0,-2499.0,-5898.0,frame_10000.jpeg
1.6461453916291182e+18,3937.0,-2806.0,-5870.0,frame_10001.jpeg
1.6461453916842435e+18,5192.0,-2123.0,-5762.0,frame_10002.jpeg
1.6461453917332984e+18,4950.0,-2536.0,-5782.0,frame_10003.jpeg
1.646145391784166e+18,5330.0,-2609.0,-5855.0,frame_10004.jpeg
1.6461453918329088e+18,5166.0,-2392.0,-5776.0,frame_10005.jpeg
1.6461453918816758e+18,5145.0,-2090.0,-5669.0,frame_10006.jpeg
1.6461453919335455e+18,6268.0,-2485.0,-5843.0,frame_10007.jpeg
1.6461453919797402e+18,5592.0,-2739.0,-5355.0,frame_10008.jpeg
1.6461453920333637e+18,4903.0,-2629.0,-5560.0,frame_10009.jpeg
1.646145392075746e+18,4062.0,-2580.0,-5806.0,frame_10010.jpeg
1.646145392131609e+18,4037.0,-2903.0,-5779.0,frame_10011.jpeg
1.64614539218007e+18,5102.0,-2516.0,-5554.0,frame_10012.jpeg
1.646145392230422e+18,4586.0,-2421.0,-5871.0,frame_10013.jpeg
1.6461453922820472e+18,3734.0,-2700.0,-6059.0,frame_10014.jpeg
1.6461453923311752e+18,4280.0,-2532.0,-6135.0,frame_10015.jpeg
1.6461453923822904e+18,4822.0,-2932.0,-6269.0,frame_10016.jpeg
1.6461453924312323e+18,4735.0,-2760.0,-5856.0,frame_10017.jpeg
1.6461453924819976e+18,4528.0,-2781.0,-5588.0,frame_10018.jpeg
1.646145392530607e+18,5400.0,-2695.0,-5746.0,frame_10019.jpeg
1.6461453925800438e+18,4201.0,-3225.0,-5336.0,frame_10020.jpeg
1.6461453926334646e+18,5379.0,-3291.0,-6060.0,frame_10021.jpeg
1.646145392681873e+18,3420.0,-2332.0,-6150.0,frame_10022.jpeg
1.6461453927332152e+18,3558.0,-2331.0,-6333.0,frame_10023.jpeg
1.6461453927821617e+18,4786.0,-3164.0,-6421.0,frame_10024.jpeg
1.6461453928292946e+18,3946.0,-2294.0,-6049.0,frame_10025.jpeg
1.646145392893036e+18,4097.0,-2099.0,-6022.0,frame_10026.jpeg
1.6461453929446564e+18,4072.0,-2080.0,-6003.0,frame_10027.jpeg
1.6461453929821985e+18,3991.0,-2125.0,-5984.0,frame_10028.jpeg
1.6461453930394163e+18,4182.0,-2219.0,-6044.0,frame_10029.jpeg
1.6461453930842107e+18,4367.0,-2871.0,-5870.0,frame_10030.jpeg
1.6461453931172713e+18,4688.0,-3317.0,-5811.0,frame_10031.jpeg
1.646145393164254e+18,4867.0,-3395.0,-5813.0,frame_10032.jpeg
1.6461453932616502e+18,5141.0,-3430.0,-5969.0,frame_10033.jpeg
1.646145393286613e+18,5325.0,-3518.0,-5980.0,frame_10034.jpeg
1.6461453933328586e+18,3341.0,-2038.0,-6309.0,frame_10035.jpeg
1.6461453933828055e+18,6070.0,-3618.0,-6074.0,frame_10036.jpeg
1.646145393433182e+18,6487.0,-4863.0,-5913.0,frame_10037.jpeg
1.646145393485375e+18,4581.0,-3130.0,-5773.0,frame_10038.jpeg
1.6461453935335857e+18,2192.0,-3328.0,-4237.0,frame_10039.jpeg
1.6461449412171113e+18,2022.0,-814.0,-7764.0,frame_1004.jpeg
1.6461453935824986e+18,3133.0,-3299.0,-2422.0,frame_10040.jpeg
1.646145393629486e+18,3198.0,-3962.0,-3497.0,frame_10041.jpeg
1.646145393687302e+18,4550.0,-4077.0,-5703.0,frame_10042.jpeg
1.6461453937319101e+18,6149.0,-3393.0,-4548.0,frame_10043.jpeg
1.6461453937865329e+18,5953.0,-2536.0,-5330.0,frame_10044.jpeg
1.6461453938373908e+18,5506.0,-1915.0,-5652.0,frame_10045.jpeg
1.6461453938852913e+18,7363.0,-2174.0,-3842.0,frame_10046.jpeg
1.6461453939350564e+18,7829.0,-3003.0,-2344.0,frame_10047.jpeg
1.6461453939866972e+18,4833.0,-956.0,-2989.0,frame_10048.jpeg
1.6461453940309445e+18,7200.0,-2708.0,-4162.0,frame_10049.jpeg
1.6461449412663675e+18,1972.0,-722.0,-7658.0,frame_1005.jpeg
1.646145394086925e+18,6933.0,-2323.0,-3605.0,frame_10050.jpeg
1.646145394133929e+18,6564.0,-1887.0,-4439.0,frame_10051.jpeg
1.6461453941858143e+18,6459.0,-1830.0,-3755.0,frame_10052.jpeg
1.646145394232051e+18,6574.0,-2617.0,-3949.0,frame_10053.jpeg
1.6461453942838042e+18,5718.0,-962.0,-4951.0,frame_10054.jpeg
1.6461453943316992e+18,6121.0,-1489.0,-4748.0,frame_10055.jpeg
1.6461453943869916e+18,7852.0,-1599.0,-1585.0,frame_10056.jpeg
1.6461453944328955e+18,6624.0,-2845.0,-3120.0,frame_10057.jpeg
1.6461453944854945e+18,7179.0,-2143.0,-4394.0,frame_10058.jpeg
1.6461453945341873e+18,6412.0,-1988.0,-3756.0,frame_10059.jpeg
1.6461449413168387e+18,1926.0,-752.0,-7822.0,frame_1006.jpeg
1.6461453945865142e+18,6066.0,-1378.0,-4229.0,frame_10060.jpeg
1.6461453946328082e+18,6210.0,-1748.0,-4036.0,frame_10061.jpeg
1.6461453946862461e+18,7338.0,-2650.0,-3125.0,frame_10062.jpeg
1.6461453947328264e+18,5725.0,-875.0,-3546.0,frame_10063.jpeg
1.646145394785665e+18,7135.0,-1326.0,-3867.0,frame_10064.jpeg
1.6461453948319816e+18,8708.0,-898.0,-2515.0,frame_10065.jpeg
1.6461453948850002e+18,6805.0,-1789.0,-3162.0,frame_10066.jpeg
1.646145394935908e+18,6579.0,-1069.0,-4264.0,frame_10067.jpeg
1.646145394984758e+18,7605.0,-1966.0,-4140.0,frame_10068.jpeg
1.6461453950367777e+18,6527.0,-1115.0,-3430.0,frame_10069.jpeg
1.646144941366204e+18,1939.0,-924.0,-7686.0,frame_1007.jpeg
1.6461453950850575e+18,7074.0,-1515.0,-3547.0,frame_10070.jpeg
