timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose,File Name
1.6450217129822953e+18,-5288.0,2384.0,5492.0,frame_100.jpeg
1.6450217130319235e+18,-5265.0,2366.0,5385.0,frame_101.jpeg
1.6450217130871875e+18,-5228.0,2436.0,5355.0,frame_102.jpeg
1.645021713132896e+18,-5239.0,2475.0,5371.0,frame_103.jpeg
1.6450217131868014e+18,-5268.0,2502.0,5447.0,frame_104.jpeg
1.6450217132322778e+18,-5259.0,2467.0,5405.0,frame_105.jpeg
1.645021713282964e+18,-5247.0,2417.0,5338.0,frame_106.jpeg
1.6450217133340132e+18,-5237.0,2499.0,5356.0,frame_107.jpeg
1.6450217133877e+18,-5210.0,2569.0,5369.0,frame_108.jpeg
1.6450217134377198e+18,-5244.0,2523.0,5415.0,frame_109.jpeg
1.645021713484994e+18,-5224.0,2544.0,5273.0,frame_110.jpeg
1.6450217135317053e+18,-5129.0,2606.0,5235.0,frame_111.jpeg
1.6450217135877542e+18,-5215.0,2584.0,5415.0,frame_112.jpeg
1.6450217136356385e+18,-5259.0,2569.0,5448.0,frame_113.jpeg
1.6450222779434186e+18,-5223.0,5988.0,1373.0,frame_11385.jpeg
1.645022277989368e+18,-5168.0,5981.0,1387.0,frame_11386.jpeg
1.6450222780433807e+18,-5295.0,5978.0,1406.0,frame_11387.jpeg
1.6450222780935555e+18,-5318.0,5838.0,1341.0,frame_11388.jpeg
1.6450222781432253e+18,-5394.0,5845.0,1323.0,frame_11389.jpeg
1.645022278189111e+18,-5367.0,5856.0,1309.0,frame_11390.jpeg
1.6450222782441485e+18,-5308.0,5942.0,1362.0,frame_11391.jpeg
1.6450222782939354e+18,-5275.0,5940.0,1441.0,frame_11392.jpeg
1.6450222783440346e+18,-5268.0,5963.0,1448.0,frame_11393.jpeg
1.6450222783942034e+18,-5212.0,5975.0,1430.0,frame_11394.jpeg
1.645022278443568e+18,-5222.0,5989.0,1463.0,frame_11395.jpeg
1.6450222784945638e+18,-5252.0,5948.0,1435.0,frame_11396.jpeg
1.6450222785427077e+18,-5210.0,5945.0,1432.0,frame_11397.jpeg
1.645022278588987e+18,-5180.0,6024.0,1476.0,frame_11398.jpeg
1.6450222786437463e+18,-5192.0,6025.0,1463.0,frame_11399.jpeg
1.6450217136875784e+18,-5253.0,2510.0,5382.0,frame_114.jpeg
1.645022278690638e+18,-5163.0,5992.0,1441.0,frame_11400.jpeg
1.6450222787437768e+18,-5151.0,6007.0,1434.0,frame_11401.jpeg
1.6450222787946742e+18,-5213.0,6029.0,1442.0,frame_11402.jpeg
1.645022278843296e+18,-5227.0,6025.0,1440.0,frame_11403.jpeg
1.6450222788934318e+18,-5176.0,5999.0,1485.0,frame_11404.jpeg
1.6450222789440568e+18,-5202.0,6011.0,1458.0,frame_11405.jpeg
1.6450222789944197e+18,-5188.0,5971.0,1424.0,frame_11406.jpeg
1.645022279044158e+18,-5131.0,6083.0,1478.0,frame_11407.jpeg
1.645022279094862e+18,-5112.0,6072.0,1509.0,frame_11408.jpeg
1.6450222791404065e+18,-5107.0,6142.0,1545.0,frame_11409.jpeg
1.6450222791927427e+18,-5078.0,6095.0,1585.0,frame_11410.jpeg
1.6450222792446979e+18,-5104.0,6063.0,1530.0,frame_11411.jpeg
1.6450222792995574e+18,-5116.0,6093.0,1523.0,frame_11412.jpeg
1.6450222793436475e+18,-5141.0,6037.0,1561.0,frame_11413.jpeg
1.6450222793934715e+18,-5156.0,6052.0,1515.0,frame_11414.jpeg
1.6450222794443192e+18,-5139.0,6029.0,1512.0,frame_11415.jpeg
1.645022279494978e+18,-5156.0,6018.0,1551.0,frame_11416.jpeg
1.6450222795457226e+18,-5189.0,6015.0,1523.0,frame_11417.jpeg
1.6450222795965286e+18,-5128.0,6023.0,1626.0,frame_11418.jpeg
1.645022279641759e+18,-5169.0,5985.0,1547.0,frame_11419.jpeg
1.6450222796946954e+18,-5215.0,5968.0,1513.0,frame_11420.jpeg
1.6450222797448015e+18,-5151.0,5950.0,1528.0,frame_11421.jpeg
