timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose,File Name
1.6455446281103153e+18,-4422.0,3635.0,5865.0,frame_100.jpeg
1.6455451237319657e+18,-5848.0,-3377.0,4833.0,frame_10000.jpeg
1.6455451237822067e+18,-6525.0,399.0,2034.0,frame_10001.jpeg
1.6455451238313124e+18,-7974.0,7199.0,204.0,frame_10002.jpeg
1.645545123881977e+18,-6242.0,7203.0,2020.0,frame_10003.jpeg
1.6455451239339576e+18,-6229.0,864.0,2206.0,frame_10004.jpeg
1.6455451239827863e+18,-5518.0,370.0,3454.0,frame_10005.jpeg
1.6455451240316012e+18,-6589.0,927.0,3686.0,frame_10006.jpeg
1.6455451240829094e+18,-5219.0,-3497.0,4401.0,frame_10007.jpeg
1.6455451241315402e+18,-4098.0,-1171.0,6643.0,frame_10008.jpeg
1.6455451241834378e+18,-7095.0,-774.0,5332.0,frame_10009.jpeg
1.6455451242248604e+18,-7720.0,5259.0,3565.0,frame_10010.jpeg
1.645545124282907e+18,-6046.0,3714.0,3490.0,frame_10011.jpeg
1.6455451243273792e+18,-5919.0,2199.0,5527.0,frame_10012.jpeg
1.6455451243830438e+18,-5088.0,2368.0,4359.0,frame_10013.jpeg
1.6455451244318966e+18,-5136.0,2427.0,4828.0,frame_10014.jpeg
1.645545124483111e+18,-5737.0,5282.0,4165.0,frame_10015.jpeg
1.6455451245317855e+18,-6319.0,4155.0,3742.0,frame_10016.jpeg
1.645545124583103e+18,-7896.0,3986.0,4692.0,frame_10017.jpeg
1.6455451246317233e+18,-7960.0,3468.0,4410.0,frame_10018.jpeg
1.645545124680053e+18,-5359.0,2899.0,3586.0,frame_10019.jpeg
1.645545124732379e+18,-1423.0,-3668.0,2132.0,frame_10020.jpeg
1.6455451247844283e+18,-4708.0,-3759.0,3617.0,frame_10021.jpeg
1.6455451248357563e+18,-6650.0,-4758.0,4020.0,frame_10022.jpeg
1.6455451248778675e+18,-6295.0,-3099.0,2793.0,frame_10023.jpeg
1.6455451249358208e+18,-6870.0,1000.0,5062.0,frame_10024.jpeg
1.6455451249816888e+18,-6477.0,9450.0,1411.0,frame_10025.jpeg
1.6455451250362235e+18,-6832.0,4671.0,4573.0,frame_10026.jpeg
1.6455451250847022e+18,-5307.0,-471.0,2855.0,frame_10027.jpeg
1.6455451251354301e+18,-5131.0,-3786.0,2006.0,frame_10028.jpeg
1.6455451251829504e+18,-5608.0,-4584.0,3300.0,frame_10029.jpeg
1.6455451252327652e+18,-7089.0,-4396.0,4963.0,frame_10030.jpeg
1.6455451252799967e+18,-6535.0,-3691.0,4089.0,frame_10031.jpeg
1.6455451253360978e+18,-6178.0,-1005.0,-527.0,frame_10032.jpeg
1.64554512538761e+18,-8366.0,3763.0,4228.0,frame_10033.jpeg
1.6455451254364728e+18,-6444.0,1736.0,3902.0,frame_10034.jpeg
1.645545125481049e+18,-5967.0,969.0,3441.0,frame_10035.jpeg
1.6455451255359572e+18,-4414.0,-2465.0,851.0,frame_10036.jpeg
1.6455451255806958e+18,-7321.0,-5530.0,4150.0,frame_10037.jpeg
1.6455451256367624e+18,-5899.0,-2374.0,6187.0,frame_10038.jpeg
1.6455451256813501e+18,-7273.0,-3800.0,5336.0,frame_10039.jpeg
1.6455451257329413e+18,-7641.0,-6067.0,5016.0,frame_10040.jpeg
1.6455451257816433e+18,-5848.0,3577.0,-40.0,frame_10041.jpeg
1.6455451258332598e+18,-7167.0,315.0,3899.0,frame_10042.jpeg
1.6455451258826148e+18,-6357.0,-1754.0,3305.0,frame_10043.jpeg
1.6455451259323845e+18,-4556.0,358.0,2243.0,frame_10044.jpeg
1.6455451259811853e+18,-7046.0,-4328.0,5074.0,frame_10045.jpeg
1.6455451260329198e+18,-6468.0,-3471.0,5134.0,frame_10046.jpeg
1.6455451260825825e+18,-6175.0,-3985.0,4020.0,frame_10047.jpeg
1.645545126133604e+18,-7454.0,-5394.0,4844.0,frame_10048.jpeg
1.6455451261811566e+18,-6300.0,3586.0,1477.0,frame_10049.jpeg
1.6455451262326252e+18,-6990.0,4389.0,2193.0,frame_10050.jpeg
1.6455451262818844e+18,-6131.0,-1549.0,3186.0,frame_10051.jpeg
1.6455451263330744e+18,-4022.0,-1576.0,2140.0,frame_10052.jpeg
1.6455451263870577e+18,-6808.0,-3348.0,4966.0,frame_10053.jpeg
1.6455451264332577e+18,-7042.0,-7270.0,4201.0,frame_10054.jpeg
1.645545126486587e+18,-6236.0,-6938.0,3850.0,frame_10055.jpeg
1.6455451265342364e+18,-6889.0,821.0,831.0,frame_10056.jpeg
1.6455451265875267e+18,-7609.0,-372.0,3635.0,frame_10057.jpeg
1.6455451266347645e+18,-6544.0,1078.0,4133.0,frame_10058.jpeg
1.6455451266877112e+18,-5885.0,-1978.0,3777.0,frame_10059.jpeg
1.645545126733968e+18,-5177.0,-2710.0,3036.0,frame_10060.jpeg
1.645545126787317e+18,-6718.0,-5052.0,2750.0,frame_10061.jpeg
1.6455451268352312e+18,-6356.0,-6013.0,3542.0,frame_10062.jpeg
1.6455451268871588e+18,-7238.0,-7937.0,4074.0,frame_10063.jpeg
1.645545126935046e+18,-6223.0,770.0,1370.0,frame_10064.jpeg
1.6455451269862387e+18,-7336.0,572.0,4050.0,frame_10065.jpeg
1.6455451270369774e+18,-6320.0,768.0,2774.0,frame_10066.jpeg
1.6455451270861857e+18,-4781.0,-953.0,1177.0,frame_10067.jpeg
1.6455451271305923e+18,-5806.0,-1975.0,4837.0,frame_10068.jpeg
1.6455451271878252e+18,-6238.0,-7851.0,5048.0,frame_10069.jpeg
1.645545127234761e+18,-7628.0,-6222.0,3727.0,frame_10070.jpeg
1.64554512728849e+18,-5727.0,4360.0,1935.0,frame_10071.jpeg
1.6455451273335025e+18,-6653.0,6467.0,1285.0,frame_10072.jpeg
1.6455451273866135e+18,-6517.0,1599.0,967.0,frame_10073.jpeg
1.645545127429849e+18,-5505.0,-1441.0,1553.0,frame_10074.jpeg
1.6455451274868058e+18,-6299.0,-5209.0,2709.0,frame_10075.jpeg
1.6455451275330074e+18,-6755.0,-4336.0,3117.0,frame_10076.jpeg
1.6455451275830769e+18,-5680.0,-4322.0,4271.0,frame_10077.jpeg
1.6455451276413448e+18,-8879.0,-6693.0,6583.0,frame_10078.jpeg
1.6455451276867845e+18,-5386.0,-4785.0,3252.0,frame_10079.jpeg
1.645545127733478e+18,-7379.0,8512.0,-1172.0,frame_10080.jpeg
1.6455451277867999e+18,-6944.0,6112.0,1954.0,frame_10081.jpeg
1.6455451278324613e+18,-7523.0,1390.0,2473.0,frame_10082.jpeg
1.6455451278874504e+18,-4262.0,562.0,157.0,frame_10083.jpeg
1.6455451279347863e+18,-7479.0,-141.0,905.0,frame_10084.jpeg
1.64554512798712e+18,-6860.0,-5940.0,3343.0,frame_10085.jpeg
1.6455451280382031e+18,-5239.0,-4566.0,5406.0,frame_10086.jpeg
1.645545128088432e+18,-7613.0,-6808.0,6555.0,frame_10087.jpeg
1.6455451281383483e+18,-7648.0,-5836.0,3427.0,frame_10088.jpeg
1.6455451281871e+18,-5711.0,7431.0,-2341.0,frame_10089.jpeg
1.6455451282346977e+18,-6465.0,2003.0,2294.0,frame_10090.jpeg
1.645545128285634e+18,-7392.0,21.0,2923.0,frame_10091.jpeg
1.645545128335064e+18,-6507.0,3035.0,1342.0,frame_10092.jpeg
1.645545128385816e+18,-7036.0,2038.0,3356.0,frame_10093.jpeg
1.645545128438429e+18,-5748.0,-2822.0,3081.0,frame_10094.jpeg
1.645545128488429e+18,-5419.0,-5295.0,4264.0,frame_10095.jpeg
1.6455451285376988e+18,-5478.0,-3857.0,3656.0,frame_10096.jpeg
1.645545128588259e+18,-6959.0,-89.0,3898.0,frame_10097.jpeg
1.6455451286371773e+18,-7400.0,-2856.0,3685.0,frame_10098.jpeg
1.6455451286873539e+18,-7178.0,-3133.0,3726.0,frame_10099.jpeg
1.645544628161644e+18,-4340.0,3626.0,5634.0,frame_101.jpeg
1.645545128741373e+18,-6441.0,-2214.0,2554.0,frame_10100.jpeg
1.645545128784281e+18,-5844.0,-873.0,3604.0,frame_10101.jpeg
1.6455451288382792e+18,-7602.0,-999.0,1886.0,frame_10102.jpeg
1.645545128891589e+18,-7413.0,-3191.0,1397.0,frame_10103.jpeg
1.6455451289382065e+18,-6858.0,-4652.0,4775.0,frame_10104.jpeg
1.6455451289862275e+18,-7306.0,-3143.0,2688.0,frame_10105.jpeg
1.6455451290342866e+18,-7790.0,2910.0,-2360.0,frame_10106.jpeg
1.6455451290839631e+18,-6930.0,4805.0,-975.0,frame_10107.jpeg
1.6455451291404541e+18,-7327.0,3666.0,-435.0,frame_10108.jpeg
1.6455451291840507e+18,-6716.0,700.0,598.0,frame_10109.jpeg
1.6455451292362524e+18,-6750.0,-2944.0,3264.0,frame_10110.jpeg
1.6455451292878817e+18,-6817.0,-2034.0,4297.0,frame_10111.jpeg
1.645545129335493e+18,-7101.0,-4299.0,3576.0,frame_10112.jpeg
1.6455451293799647e+18,-7966.0,-4675.0,4668.0,frame_10113.jpeg
1.6455451294401508e+18,-7957.0,-3282.0,1506.0,frame_10114.jpeg
1.6455451294809436e+18,-7804.0,2777.0,-1854.0,frame_10115.jpeg
1.6455451295350646e+18,-7159.0,4678.0,-242.0,frame_10116.jpeg
1.6455451295842235e+18,-7468.0,2960.0,610.0,frame_10117.jpeg
1.645545129639778e+18,-7037.0,1864.0,830.0,frame_10118.jpeg
1.6455451296917425e+18,-6938.0,3827.0,1320.0,frame_10119.jpeg
1.6455451297544637e+18,-6886.0,3364.0,957.0,frame_10120.jpeg
1.6455451297886177e+18,-5544.0,-4849.0,2022.0,frame_10121.jpeg
1.6455451298385021e+18,-5690.0,-2312.0,3825.0,frame_10122.jpeg
1.645545129889972e+18,-7462.0,-2111.0,3343.0,frame_10123.jpeg
1.6455451299355402e+18,-7892.0,-1532.0,1525.0,frame_10124.jpeg
1.645545129983286e+18,-7617.0,-1734.0,1302.0,frame_10125.jpeg
1.6455451300335895e+18,-7362.0,-5667.0,5853.0,frame_10126.jpeg
